"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"107","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270780342272",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MigoLingo",192,TRUE,FALSE,NA,NA
"108","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270776131585",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GotNoChilI",192,TRUE,FALSE,NA,NA
"109","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270767775744",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OnlyExercise",192,TRUE,FALSE,NA,NA
"110","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270767734784",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MrsSexy__",192,TRUE,FALSE,NA,NA
"111","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270763585536",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","notsethrogenn",192,TRUE,FALSE,NA,NA
"112","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270759387137",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MrsMulatto3",192,TRUE,FALSE,NA,NA
"113","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270759387136",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OreosNRetros_",192,TRUE,FALSE,NA,NA
"114","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270721609729",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","kushgxddess",192,TRUE,FALSE,NA,NA
"115","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270704865280",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KushNHoez",192,TRUE,FALSE,NA,NA
"116","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270679699456",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","iHaHaPics",192,TRUE,FALSE,NA,NA
"117","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270679642114",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","kyoko_solomon",192,TRUE,FALSE,NA,NA
"118","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270537072640",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FitnessCheckIN",192,TRUE,FALSE,NA,NA
"119","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270532894721",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Elisa_AsIAm",192,TRUE,FALSE,NA,NA
"120","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270528667648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FuckTornz",192,TRUE,FALSE,NA,NA
"121","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270524489728",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CeceVibez",192,TRUE,FALSE,NA,NA
"122","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270516060161",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CaroSaysHi",192,TRUE,FALSE,NA,NA
"123","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:40,FALSE,NA,"617305270507708416",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","_AdoreAngel_",192,TRUE,FALSE,NA,NA
"124","RT @Lena_Elissakh: In love with #iOS84 #iPhone http://t.co/EmCGq4w3ED",FALSE,0,NA,2015-07-04 12:13:39,FALSE,NA,"617305267705901056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samah_mylinda",3,TRUE,FALSE,NA,NA
"125","RT @HoodJesusYo: If His grace is an iPhone we're all synching",FALSE,0,NA,2015-07-04 12:13:39,FALSE,NA,"617305267131273216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dulcyolson",1046,TRUE,FALSE,NA,NA
"126","RT @free24apps: iPhone App  http://t.co/AteKZN0t0q ACDSee Photo $0.00 -&gt; Free | #iPhone #App #iOS #free #limitedtime http://t.co/SgykSwqeKh",FALSE,0,NA,2015-07-04 12:13:39,FALSE,NA,"617305266011246593",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","nazneenka",7,TRUE,FALSE,NA,NA
"127","RT @PhoeniixRepairs: Looking for any iPhone 6/6 plus' for sale that are 'Spares or Repairs'. Either not working or screen smashed etc. Hit ‚Ä¶",FALSE,0,NA,2015-07-04 12:13:38,FALSE,NA,"617305262727282688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iPhoeniix",1,TRUE,FALSE,NA,NA
"128","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:37,FALSE,NA,"617305261280096256",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ha0l0ah",10,TRUE,FALSE,NA,NA
"129","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:37,FALSE,NA,"617305261254914048",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ivana3j",10,TRUE,FALSE,NA,NA
"130","RT @imariancoffee: iPhone Cover

#‰ºä‰∏áÈáåÂ∫µÁèàÁê≤„ÄÄ#È´òÂ¥é„ÄÄ#„Ç≥„Éº„Éí„Éº http://t.co/37uSQg7Flx",FALSE,0,NA,2015-07-04 12:13:36,FALSE,NA,"617305256972587008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","7tubuan7",5,TRUE,FALSE,NA,NA
"131","RT @free24apps: iPhone App  http://t.co/08yTG57cr7 Keyboard Stylish - More Theme For Your Keyboard Utilities $0.00 -&gt; Free | #iPhone‚Ä¶ http:‚Ä¶",FALSE,0,NA,2015-07-04 12:13:36,FALSE,NA,"617305254523072513",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","000000000001110",17,TRUE,FALSE,NA,NA
"132","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:36,FALSE,NA,"617305253856198656",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","8rend",10,TRUE,FALSE,NA,NA
"133","RT @free24apps: iPhone App  http://t.co/08yTG57cr7 Keyboard Stylish - More Theme For Your Keyboard Utilities $0.00 -&gt; Free | #iPhone‚Ä¶ http:‚Ä¶",FALSE,0,NA,2015-07-04 12:13:35,FALSE,NA,"617305252031664128",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","kurokihiako",17,TRUE,FALSE,NA,NA
"134","RT @Hormonella: ""TODAY, WE CELEBRATE OUR INDEPENDENCE!""

::: hurls iPhone into bonfire :::",FALSE,0,NA,2015-07-04 12:13:35,FALSE,NA,"617305250949648384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FromRightField",1,TRUE,FALSE,NA,NA
"135","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:35,FALSE,NA,"617305250668507136",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","kristvav",10,TRUE,FALSE,NA,NA
"136","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:35,FALSE,NA,"617305250664288256",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","l1nd0a",10,TRUE,FALSE,NA,NA
"137","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:35,FALSE,NA,"617305250639155200",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","flo3234",10,TRUE,FALSE,NA,NA
"138","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:35,FALSE,NA,"617305250140024832",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","la666sa",10,TRUE,FALSE,NA,NA
"139","RT @gima2327: iPhone App iFunFace Pro - Create Funny HD Videos From Photos,... http://t.co/I3OwDSP9wl http://t.co/eLAbZxmmg6",FALSE,0,NA,2015-07-04 12:13:35,FALSE,NA,"617305250005782528",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","anvvnan",10,TRUE,FALSE,NA,NA
"140","Apple iPhone 5s - 64GB - Space Gray (Verizon) Smartphone - UNLOCKED! - Full read by eBay http://t.co/yhnBlwF5fo http://t.co/GBsVSTZn3I",FALSE,0,NA,2015-07-04 12:13:34,FALSE,NA,"617305248311418880",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Feipfu__Suawlu",0,FALSE,FALSE,NA,NA
"141","RT @free24apps: iPhone App  http://t.co/AteKZN0t0q ACDSee Photo $0.00 -&gt; Free | #iPhone #App #iOS #free #limitedtime http://t.co/SgykSwqeKh",FALSE,0,NA,2015-07-04 12:13:34,FALSE,NA,"617305247849918464",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","canu_r",7,TRUE,FALSE,NA,NA
"142","RT @free24apps: iPhone App  http://t.co/08yTG57cr7 Keyboard Stylish - More Theme For Your Keyboard Utilities $0.00 -&gt; Free | #iPhone‚Ä¶ http:‚Ä¶",FALSE,0,NA,2015-07-04 12:13:34,FALSE,NA,"617305247808000000",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","taylerhe",17,TRUE,FALSE,NA,NA
"143","#Howto #iDevice Download and Install iOS 8.4 on iPhone or iPad (How to) http://t.co/qlGHTXoghx http://t.co/C4MMCnQTRS",FALSE,0,NA,2015-07-04 12:13:34,FALSE,NA,"617305247342440448",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Guruswizards",0,FALSE,FALSE,NA,NA
"144","RT @free24apps: iPhone App  http://t.co/08yTG57cr7 Keyboard Stylish - More Theme For Your Keyboard Utilities $0.00 -&gt; Free | #iPhone‚Ä¶ http:‚Ä¶",FALSE,0,NA,2015-07-04 12:13:34,FALSE,NA,"617305246604222464",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","bettmoore",16,TRUE,FALSE,NA,NA
"145","Thursday Apple Rumors: iPhone 6S May Have 12MP Camera.. Related Articles: http://t.co/1pkT7a7rkv",FALSE,0,NA,2015-07-04 12:13:33,FALSE,NA,"617305244041613312",NA,"<a href=""http://www.google.com"" rel=""nofollow"">TwitterJava22</a>","latest_ooyuz",0,FALSE,FALSE,NA,NA
"146","I'm earning #mPOINTS in http://t.co/nEZTPpn9Ci for iPhone. http://t.co/fUPrN2hSLK @dictionarycom",FALSE,0,NA,2015-07-04 12:13:32,FALSE,NA,"617305237506945024",NA,"<a href=""http://www.getmpoints.com"" rel=""nofollow"">mPOINTS Mobile Rewards</a>","AbePilk76",0,FALSE,FALSE,NA,NA
"147","Bolish funda iPhone 6 sumergible impermeable IP67  http://t.co/XKiVJhzVx6",FALSE,0,NA,2015-07-04 12:13:31,FALSE,NA,"617305235581730816",NA,"<a href=""http://www.xopie.com"" rel=""nofollow"">Tiendas Xopie</a>","yougamebay_com",0,FALSE,FALSE,NA,NA
"148","DxO One Bridges iPhone-DSLR Camera Divide ‚Äì TechNewsWorld http://t.co/ZZ9KbjkEUt",FALSE,0,NA,2015-07-04 12:13:31,FALSE,NA,"617305234700955649",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","karissaeemoone2",0,FALSE,FALSE,NA,NA
"149","Looking for any iPhone 6/6 plus' for sale that are 'Spares or Repairs'. Either not working or screen smashed etc. Hit me up.",FALSE,0,NA,2015-07-04 12:13:30,FALSE,NA,"617305229592281088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PhoeniixRepairs",1,FALSE,FALSE,NA,NA
"150","Double USB Port Micro Car Charger 4 IPhone 6 5G 5 4S Galaxy S4 S5 NOTE 4 1A 2.1A http://t.co/ofyuQvbbsW http://t.co/g2QXt2zH6R",FALSE,0,NA,2015-07-04 12:13:30,FALSE,NA,"617305229315411970",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","isidromier2",0,FALSE,FALSE,NA,NA
"151","iphone https://t.co/TGoifZCYEl",FALSE,0,NA,2015-07-04 12:13:30,FALSE,NA,"617305228480675840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joannaisabelle_",0,FALSE,FALSE,NA,NA
"152","Apple iphone 4s white Factory unlocked 16gb Mobile Smart Phone - Full read by eBay http://t.co/ZkFSeFIhv5 http://t.co/pGZVjt8N5A",FALSE,0,NA,2015-07-04 12:13:29,FALSE,NA,"617305227310563328",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Zaemco__Hailze",0,FALSE,FALSE,NA,NA
"153","Replacement LCD Touch Screen Digitizer Assembly for iPhone 4 A1349 + tools Black http://t.co/ChB9igt61u http://t.co/ufjG5etARy",FALSE,0,NA,2015-07-04 12:13:28,FALSE,NA,"617305222243815424",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","campo_fr",0,FALSE,FALSE,NA,NA
"154","Pink Universal Handsfree Bluetooth Headset Earphone for Samsung iphone HTC LG - Full read ‚Ä¶ http://t.co/1SXFeUQDAn http://t.co/CphDHLXjdC",FALSE,0,NA,2015-07-04 12:13:27,FALSE,NA,"617305218917773312",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Suokki__Yuivmu",0,FALSE,FALSE,NA,NA
"155","#teen,#video,#sexy,#pussy,#iphone,#sex: Busty Blonde Rhylee Richards Makes Her Big Ass Bounce On This Hard Dick http://t.co/WN9DUAdYlU",FALSE,0,NA,2015-07-04 12:13:26,FALSE,NA,"617305212559204352",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","UkSexDogging",0,FALSE,FALSE,NA,NA
"156","#teen,#video,#sexy,#pussy,#iphone,#sex: Lascivious Brunette Babe Gets Her Mouth Filled With Pee After Anal Fuck http://t.co/cMG2vE3frp",FALSE,0,NA,2015-07-04 12:13:25,FALSE,NA,"617305210126499841",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","UkSexDogging",1,FALSE,FALSE,NA,NA
"157","Apple iPhone 4s - 16GB - Black (Unlocked) Smartphone - Full read by eBay http://t.co/3JbMXck8VJ http://t.co/Dy8wLcjyZP",FALSE,0,NA,2015-07-04 12:13:25,FALSE,NA,"617305209400885248",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Woozda__Jaigbu",0,FALSE,FALSE,NA,NA
"158","New Free iPhone/iPad app - Mine Sweeper Super Duper Ultimate - http://t.co/viMxXT1dP7",FALSE,0,NA,2015-07-04 12:13:25,FALSE,NA,"617305208348131328",NA,"<a href=""http://www.ourappwebsite.com/as_new_releases.php"" rel=""nofollow"">All_New_Apps</a>","All_New_Apps",0,FALSE,FALSE,NA,NA
"159","Apple iPhone 4 - 8GB - Black (Unlocked) Smartphone - Full read by eBay http://t.co/o99tgeFn5p http://t.co/UH3XF1T6b7",FALSE,0,NA,2015-07-04 12:13:24,FALSE,NA,"617305205932191744",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Woozda__Jaigbu",0,FALSE,FALSE,NA,NA
"160","Cracked Screen Apple iPhone 4 - 16GB - Black (Verizon) Smartphone - Full read by eBay http://t.co/cS9DXJHTaM http://t.co/78L4ALMdg9",FALSE,0,NA,2015-07-04 12:13:23,FALSE,NA,"617305202413162496",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Woozda__Jaigbu",0,FALSE,FALSE,NA,NA
"161","1 awesome users just followed me. Via @FindUnfollower http://t.co/HdQuu8cKDK. #iPhone #App",FALSE,0,NA,2015-07-04 12:13:23,FALSE,NA,"617305201599328256",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","alb3eer96",0,FALSE,FALSE,NA,NA
"162","Apple iphone 4s white Factory unlocked 16gb Mobile Smart Phone - Full read by eBay http://t.co/AMQJRz22ux http://t.co/c6NZ571WKx",FALSE,0,NA,2015-07-04 12:13:23,FALSE,NA,"617305199963701248",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Xoenzo__Koephu",0,FALSE,FALSE,NA,NA
"163","Apple iPhone 4s 16GB  White Unlocked Smartphone - Original box - Full read by eBay http://t.co/qSiAaoWupM http://t.co/VMJWrHUAKE",FALSE,0,NA,2015-07-04 12:13:23,FALSE,NA,"617305198705442816",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Woozda__Jaigbu",0,FALSE,FALSE,NA,NA
"164","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197828829184",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DeeplnYourMind",192,TRUE,FALSE,NA,NA
"165","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197665222657",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ThatWomanCrush",192,TRUE,FALSE,NA,NA
"166","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197635837952",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FailsVines",192,TRUE,FALSE,NA,NA
"167","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197547769856",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Extrv",192,TRUE,FALSE,NA,NA
"168","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197518409728",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","toystorywithme",192,TRUE,FALSE,NA,NA
"169","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197510029312",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","yocrazyfact",192,TRUE,FALSE,NA,NA
"170","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197476450305",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","seemyclicks",192,TRUE,FALSE,NA,NA
"171","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197434544128",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ItsYoungVintage",192,TRUE,FALSE,NA,NA
"172","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197430329344",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","looking4un",192,TRUE,FALSE,NA,NA
"173","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197421969408",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Jokesfam",192,TRUE,FALSE,NA,NA
"174","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197413552128",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","breastjob",192,TRUE,FALSE,NA,NA
"175","RT @H0TG0SSIP: Latest IPhone 6S Rose Gold Edition Ì†ΩÌ∏çÌ†ΩÌ∏ç

https://t.co/T22PAoj14d",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305197392592897",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ATypicalFemalee",192,TRUE,FALSE,NA,NA
"176","Apple iPhone vs. Samsung Galaxy: The Camera Battle Based On Rumors http://t.co/KJfSQtg6P9",FALSE,0,NA,2015-07-04 12:13:22,FALSE,NA,"617305195131764736",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","TechieAlizay",0,FALSE,FALSE,NA,NA
"177","Apple iPhone vs. Samsung Galaxy: The Camera Battle Based On Rumors http://t.co/SNJg3p5u50",FALSE,0,NA,2015-07-04 12:13:21,FALSE,NA,"617305191679856641",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","ZaraTheGeek",0,FALSE,FALSE,NA,NA
"178","RT @stanharrys: His hands is literally bigger then the IPhone 6 which I can't even hold properly with one hand Peace out http://t.co/KJc0PH‚Ä¶",FALSE,0,NA,2015-07-04 12:13:20,FALSE,NA,"617305188479709184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","niallhlife",403,TRUE,FALSE,NA,NA
"179","Apple iPhone 5 - 64GB - White &amp; Silver (AT&amp;T) Smartphone with Free Otterbox - Full read by‚Ä¶ http://t.co/q83sqse0MW http://t.co/tgexD9DgMe",FALSE,0,NA,2015-07-04 12:13:20,FALSE,NA,"617305187926024192",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Tuuyha__Pauklu",0,FALSE,FALSE,NA,NA
"180","Lifeproof fre Waterproof Case for iPhone 5/5S - Turquoise/Teal New! - Full read by eBay http://t.co/pOLK4RkQIG http://t.co/bD79LoS2S1",FALSE,0,NA,2015-07-04 12:13:19,FALSE,NA,"617305184222351360",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Tuuyha__Pauklu",0,FALSE,FALSE,NA,NA
"181","Apple iPhone 5 - 64GB - White &amp; Silver (AT&amp;T) Smartphone with Free Otterbox - Full read by‚Ä¶ http://t.co/jgERil4PbI http://t.co/AbyVhrMl8w",FALSE,0,NA,2015-07-04 12:13:19,FALSE,NA,"617305184193126400",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Haijdo__Xeofzi",0,FALSE,FALSE,NA,NA
