"","longitude","latitude"
"397",153.4080117,-27.9420328
"398",-79.72532054,44.2897243
"399",120.5498468,18.06061194
"400",-117.9247275,33.71248213
"401",54.3722937,24.4686853
"402",-117.1185108,32.68418471
"403",76.96393051,28.32434781
"404",120.5508014,18.05948281
"405",-118.3065157,33.8927299
"406",-122.4529266,37.70633424
"407",-116.9948006,32.81502892
"408",-73.98526583,40.75658382
"409",-71.05803617,42.42013
"410",-118.3951913,33.88770641
"411",7.85138889,46.68222222
"412",-85.034676,32.637305
"413",-117.7489473,33.65333155
"414",114.2186395,22.28671935
"415",-81.2742,41.75
"416",-84.65699771,33.95169278
"417",-72.73940756,41.95915152
"418",9.22327186,45.49934316
"419",-1.63463364,55.00345254
"420",-80.41625714,37.22617939
"421",-97.09994264,32.74480965
"422",-85.8433029,37.6276206
"423",-76.46395755,39.37134854
"424",153.0352254,-27.44695141
"425",51.5333,25.2867
"426",75.81270189,26.89938486
"427",28.17628,-25.88093
"428",-8.28760799,37.08986197
"429",12.45,41.9
"430",-105.0063908,39.74437534
"431",9.06854443,48.803426
"432",27.8550324,-26.4043264
"433",-73.20451777,40.7897314
"434",-19.00163727,63.4194188
"435",51.4932577,25.2651189
"436",55.80604744,24.16075134
"437",-3.69033027,40.43743322
"438",24.8944347,-27.547643
"439",-93.20616899,44.88346729
"440",-3.76095802,51.57734138
"441",-85.14201212,44.96854138
"442",-2.23012264,53.51398154
"443",51.41083587,35.76298049
"444",-3.97247507,51.61397394
"445",121.5232011,25.05419835
"446",101.593617,3.067386
"447",103.8275074,1.4336103
"448",-81.50651144,30.20311309
"449",125.0047042,11.2391485
"450",-88.28378319,45.93545413
"451",37.62424744,55.77100956
"452",-87.80449889,42.71752896
"453",77.2676212,28.6231993
"454",-122.4122892,37.78313268
"455",103.7434827,1.34646541
"456",-0.08588379,51.5180528
"457",-0.08579829,51.51812544
"458",-0.08592708,51.51807962
"459",-0.08590478,51.5180586
"460",-0.14422585,51.4982035
"461",-82.6792645,41.4327621
"462",-0.07558474,51.50514919
"463",150.8518696,-34.43583901
"464",-3.58603821,50.52869718
"465",99.62644562,7.56395768
"466",28.05487486,-26.10346626
"467",0.01407305,50.79212966
"468",23.97812083,56.92227508
"469",121.1292438,14.6932962
"470",114.2650777,4.59517615
"471",72.82982812,19.06488289
"472",72.82982812,19.06488289
"473",72.82982812,19.06488289
"474",8.27025643,46.87302596
"475",112.767295,-7.27848049
"476",-123.1192817,49.26506073
"477",-121.4706713,38.53013857
"478",-121.8062232,37.24146877
"479",-0.12430346,51.50170865
"480",-0.09905172,51.51374587
"481",-122.4123243,37.7782583
"482",-98.385631,29.4954583
"483",99.04074841,7.64862257
"484",116.5501931,-0.2305893
"485",55.26664,25.18366
"486",78.492759,17.3365903
"487",78.492759,17.3365903
"488",78.492759,17.3365903
"489",78.492759,17.3365903
"490",78.492759,17.3365903
"491",78.492759,17.3365903
"492",78.492759,17.3365903
"493",78.492759,17.3365903
"494",-80.30093414,40.62964094
"495",-122.5245846,47.22277918
"496",112.758781,-7.080652
"497",-95.5625427,30.0122676
"498",-117.2533971,32.74835265
"499",-90.50798238,14.59858527
"500",-73.93384483,40.75316338
"501",174.9147085,-37.02053617
"502",112.7197798,-7.29243326
"503",-156.4591967,20.88438333
"504",121.0202607,14.55759879
"505",-81.18226491,34.12987061
"506",-122.4149703,45.51640457
"507",-77.70272222,37.40591667
"508",-118.1473814,34.0972801
"509",125.6120556,7.07202067
"510",-69.8080274,43.91170759
"511",39.89,21.3247
"512",-73.62705,45.47617
"513",149.0923923,-35.18767304
"514",9.22335756,45.49934403
"515",-0.10444444,51.50972222
"516",-2.90785647,53.28862113
"517",2.35933357,48.87736379
"518",2.33047898,48.87354532
"519",2.33047898,48.87354532
"520",-73.90214705,40.9258871
"521",2.33197363,48.87339449
"522",8.7959676,46.1621812
"523",-71.34484622,42.6351904
"524",31.1625082,-25.4552871
"525",169.1375835,-44.68130952
"526",6.05034495,51.46172674
"527",0.69546068,52.26296181
"528",-73.984464,40.758577
"529",-97.84628311,30.55871422
"530",-97.84628311,30.55871422
"531",2.36120166,48.85330748
"532",-117.917518,34.026755
"533",5.21527197,7.58576624
"534",-5.2616628,35.1677643
"535",-2.24810682,53.51518877
"536",28.22586,-25.99048
"537",5.17176041,43.38818983
"538",-79.39242,43.64117
"539",-82.38605226,28.05656074
"540",101.6970404,2.99757649
"541",-4.05386701,51.7210093
"542",55.286605,25.18266
"543",2.33133597,48.87318662
"544",-2.68817933,52.66279805
"545",-71.06315349,42.3600957
"546",-3.69712615,42.3397171
"547",101.7730604,2.80863105
"548",-0.15111111,50.82083333
"549",-117.9026378,33.689886
"550",-122.4122892,37.78313268
"551",77.14924767,28.66429565
"552",27.05252686,38.39487075
"553",72.89831565,19.12096166
"554",76.8502774,28.2962752
"555",-0.14422585,51.4982035
"556",125.1259565,6.15512809
"557",-1.1030876,50.8012861
"558",119.9700772,16.15400885
"559",-4.50050636,54.17009951
"560",119.9251297,15.4363795
"561",-157.68554,21.27647132
"562",108.5845046,-6.97282407
"563",-119.1865617,34.14913041
"564",-1.80290338,52.51258827
"565",-121.9759847,38.3407071
"566",-122.6694496,45.52735546
"567",114.1623243,22.32824018
"568",121.1106587,14.28380177
"569",-98.01338226,30.13165715
"570",-95.1688585,30.06559204
"571",119.4345261,-5.15077945
"572",-88.95221564,33.58068001
"573",114.169575,22.3054386
"574",-97.05985618,33.03189268
"575",-78.65060429,35.95393833
"576",-76.48446114,38.99552169
"577",-89.54678027,30.8445172
"578",55.13390363,25.0781839
"579",-93.59072534,33.68093203
"580",-80.95015562,34.02284122
"581",-71.01526594,42.36642299
"582",-80.96569425,34.01845371
"583",100.3616035,6.142696
"584",-73.84624477,40.75672851
"585",2.15307458,41.36897308
"586",-71.06565877,42.35497313
"587",2.14941027,41.37571844
"588",-122.5003387,37.86455314
"589",-118.5016483,34.01649891
"590",-122.1685966,47.58135779
"591",-117.149693,32.76788941
"592",-123.366468,48.42435436
"593",101.5911002,3.14999635
"594",-95.6050099,29.7308916
"595",-49.2016368,-16.6943247
"596",-118.3089132,34.06907172
"597",-79.39701693,43.64598935
"598",-1.51008138,53.40589524
"599",-0.82740776,51.41447071
"600",27.8968862,-26.2129268
"601",105.833117,21.01596477
"602",105.8330908,21.01596459
"603",105.833092,21.01597761
"604",55.37802133,25.29712027
"605",121.4676302,16.67517975
"606",-79.83387833,32.85542167
"607",-87.677434,41.910064
"608",19.4544773,51.7765107
"609",99.62768379,7.56681852
"610",-77.27891632,38.84812195
"611",-1.47998535,53.38060448
"612",-2.61986171,51.45865714
"613",4.83119437,45.7766771
"614",3.9000382,7.3961096
"615",72.83765797,18.99748239
"616",-1.2770954,54.5562252
"617",12.38717292,43.10858547
"618",80.0817881,13.1136212
"619",80.0817881,13.1136212
"620",31.05,-29.8833
"621",106.8344619,-6.36383464
"622",-73.5714372,45.47728526
"623",36.82594952,-1.32997193
"624",-122.389544,37.615608
"625",99.55965896,7.52701079
"626",-70.02752398,12.52608484
"627",-117.2275752,32.86603766
"628",-74.19692266,41.71021265
"629",54.39500949,24.48748726
"630",77.2949763,28.5183083
"631",174.6972579,-36.89594277
"632",-1.13796387,53.51996558
"633",-1.19399993,53.5151347
"634",35.44923784,29.66797682
"635",72.83775694,18.9975339
"636",72.8377241,18.99755729
"637",72.83779022,18.99752364
"638",-90.53834682,38.74276712
"639",72.83765592,18.99748137
"640",-121.2600326,38.66810168
"641",99.62665754,7.56396155
"642",139.6988126,35.70273764
"643",77.2725674,28.66633567
"644",28.23105234,-26.13202647
"645",55.28176873,25.21328314
"646",106.8594818,-6.3300236
"647",-117.3499835,34.19196967
"648",-117.3499835,34.19196967
"649",-81.2990515,28.5305355
"650",-73.65961895,40.69648253
"651",-74.01258841,40.71180511
"652",116.1160153,6.00037
"653",106.7448758,-6.2764808
"654",-87.84881649,42.7338568
"655",-84.54866834,38.80288838
"656",-111.3468237,56.6731725
"657",-96.95781204,32.79116515
"658",-47.9574409,-15.83117634
"659",-118.4818233,34.01283745
"660",-0.32644328,51.42054894
"661",20.4294284,42.3735352
"662",120.1825694,16.00840833
"663",-117.8841304,34.11292061
"664",-80.88600649,35.51961397
"665",-88.78227542,41.92944252
"666",-80.62653526,35.49780434
"667",3.3910232,6.5215227
"668",-88.14366351,30.77629894
"669",-112.3308265,33.51229366
"670",-77.4766857,37.49651797
"671",-2.0871878,51.90363995
"672",-100.8243325,39.13755145
"673",-117.1493021,32.73214869
"674",-80.86718059,35.39087235
"675",-112.0662605,33.57776836
"676",-79.3898,43.67043
"677",-71.2891868,42.6205698
"678",-0.88983347,41.66942826
"679",-80.86738581,35.39098354
"680",-97.73825576,30.26227579
"681",-118.1778318,33.95826138
"682",-97.73825576,30.26227579
"683",-117.2020985,33.36332671
"684",-1.80601686,51.58781494
"685",-93.36509474,45.05487707
"686",-2.93851536,50.72015064
"687",-2.93851536,50.72015064
"688",-87.70468044,42.00432046
"689",103.7535171,1.38207357
"690",-73.1572,40.8789
"691",120.9516187,14.65149146
"692",99.03864938,7.64907633
"693",99.03864938,7.64907633
"694",-1.4857636,52.40875251
"695",103.1050378,5.27429373
"696",-0.14422585,51.4982035
"697",-0.48837541,51.46888525
"698",101.60029,3.122775
"699",110.9478306,-7.6127877
"700",101.8041001,3.0156734
"701",101.7161784,3.21660414
"702",17.0676333,-22.5206488
"703",12.91172412,41.74223619
"704",121.0498984,14.56596441
"705",15.7888284,-17.8068646
"706",15.95326652,-21.42789679
"707",99.03864938,7.64907633
"708",131.8779893,43.11814752
"709",144.955558,-37.82285403
"710",-95.2716624,29.6602068
"711",-2.44066344,52.65116575
"712",-118.3418143,34.1010959
"713",4.75805309,52.31208835
"714",-87.6079334,41.80284967
"715",-81.80129374,41.48697312
"716",7.66203901,47.55108332
"717",-81.8012902,41.48696752
"718",108.578229,-6.97117
"719",-71.10151359,42.36378132
"720",100.9118844,13.28853453
"721",-86.81614992,36.18003015
"722",103.8387913,1.3070527
"723",99.03864938,7.64907633
"724",-118.4624197,34.28040314
"725",-3.73967864,40.40482887
"726",135.2203832,34.82058428
"727",-117.9289417,33.60732778
"728",0.06444259,51.52613543
"729",103.8192787,1.25406846
"730",-0.22774774,51.5317684
"731",10.05066643,53.60152219
"732",-60.97852414,14.49942432
"733",4.89281068,52.37318868
"734",-157.8401206,21.28545983
"735",-112.3292059,37.74393064
"736",31.20408,30.06252
"737",-86.80198818,36.13425767
"738",55.51578787,25.28306724
"739",-77.22147626,38.91753338
"740",-8.35259325,52.56262348
"741",-1.66329581,48.12744596
"742",55.13760955,25.11121409
"743",-88.62254309,40.89033973
"744",-0.0027594,51.4788958
"745",-0.00090733,51.47724571
"746",-112.0135726,40.48660358
"747",-58.0670093,-34.9160242
"748",78.34362,17.41572
"749",-73.65810438,40.9956749
"750",37.62424744,55.77100956
"751",-1.14263607,52.6204978
"752",-112.9983072,37.18911267
"753",-0.81334553,51.81854775
"754",-77.461154,38.302944
"755",-118.6412667,34.47279667
"756",-0.7718346,51.75027396
"757",-0.7718346,51.75027396
"758",-82.50711291,40.6144995
"759",9.46730758,47.4737256
"760",-2.21622769,53.34545069
"761",-0.2662596,5.6393987
"762",122.0873834,6.9316642
"763",-0.19742393,50.85659135
"764",2.9453232,50.57000781
"765",-3.9512546,55.677599
"766",4.89819796,52.37714916
"767",-9.16405599,38.71892869
"768",-82.84345109,27.89913752
"769",-118.2188561,33.82183869
"770",-83.037623,42.344306
"771",-73.97145,40.76391
"772",120.9198186,15.5666672
"773",-3.2743765,50.75655747
"774",-0.13039865,51.51350199
"775",120.6679335,15.1191781
"776",-3.1287741,57.44677848
"777",9.22315773,45.49942756
"778",80.43350006,8.35294191
"779",80.39823259,8.36995679
"780",81.00522253,7.94010027
"781",81.00522253,7.94010027
"782",81.00522253,7.94010027
"783",99.55965896,7.52701079
"784",145.4310586,-37.67978678
"785",-0.11292818,51.50243987
"786",54.474,24.412
"787",9.22339722,45.49947929
"788",81.00522253,7.94010027
"789",81.00522253,7.94010027
"790",37.62424744,55.77100956
"791",-0.86858706,52.2464708
"792",-1.9200418,52.2928608
"793",-0.85243121,52.05660542
"794",101.7000492,3.1450785
"795",28.23162895,-26.13378841
"796",-86.93337587,40.45699845
"797",2.82591331,49.87433431
"798",-1.08024447,53.96783823
"799",9.06854443,48.803426
"800",4.61533333,50.71433333
"801",-96.56575087,32.91467106
"802",121.0959191,14.62909408
"803",16.3044714,48.20105594
"804",125.6146455,7.08380427
"805",110.3351063,1.54903178
"806",72.83392288,19.14081891
"807",102.5433244,5.8110122
"808",-95.99625687,30.0942691
"809",-79.77197137,40.43858426
"810",120.5767195,16.4199858
"811",-0.8795918,52.2482048
"812",-118.3938426,34.14649007
"813",-118.3939501,34.14659574
"814",-73.98962945,40.73518167
"815",-97.1266126,32.84388891
"816",-111.9581257,33.63294044
"817",-73.75937037,40.93226645
"818",-63.54874,44.668615
"819",23.36311064,42.653079
"820",-86.04916749,39.83224783
"821",-86.08214849,39.70148579
"822",-76.98733723,38.98833149
"823",-94.773062,29.304007
"824",-117.1752008,32.78169398
"825",-93.24464505,44.85421489
"826",-0.11359679,51.50371879
"827",-79.37927855,43.64326306
"828",2.31062167,48.82084622
"829",100.9443388,4.78210706
"830",-95.3611767,29.94395757
"831",-90.03689032,29.94583562
"832",77.09721632,28.44873997
"833",-77.90418105,39.28901986
"834",6.1375165,49.6200804
"835",-72.89471149,41.3060278
"836",39.15666667,21.67944444
"837",-117.3499699,34.19200664
"838",-82.86618905,40.03458364
"839",-73.97428987,40.73060631
"840",-122.4122892,37.78313268
"841",-4.0372256,55.83160284
"842",-62.7505844,8.27904811
"843",-90.06745425,29.95596195
"844",-85.8619457,41.58218045
"845",-87.57263965,41.77921674
"846",-80.86685468,35.39154925
"847",7.66203901,47.55108332
"848",145.7694823,15.1791101
"849",121.0610811,14.687293
"850",144.9263106,-37.79655163
"851",-118.9971996,35.40540607
"852",76.64739235,12.30940297
"853",36.8226059,-1.2830508
"854",36.8226059,-1.2830508
"855",36.8226059,-1.2830508
"856",0.04240017,51.72714039
"857",100.632376,13.77488436
"858",30.9944684,-29.8777021
"859",-122.4854438,37.6996021
"860",153.119232,-27.388066
"861",99.03864938,7.64907633
"862",99.03864938,7.64907633
"863",99.03864938,7.64907633
"864",99.03864938,7.64907633
"865",99.03864938,7.64907633
"866",99.03864938,7.64907633
"867",-117.9956695,33.83976717
"868",115.2396568,-8.80354958
"869",-112.1081389,36.05962336
"870",-80.08409171,26.51403407
"871",-112.1081389,36.05962336
"872",-112.1081389,36.05962336
"873",-112.1369444,36.05805556
"874",-112.1081389,36.05962336
"875",-112.1081389,36.05962336
"876",-116.3809856,33.73290117
"877",115.17767,-8.73375
"878",103.8377025,1.30095417
"879",-81.48057403,28.38557711
"880",-118.2550924,34.05063418
"881",-76.36981761,37.03885324
"882",-109.5496124,38.56301127
"883",-81.48438628,28.64502446
"884",-87.8403058,42.3842646
"885",-77.62946833,39.9375496
"886",-95.3931,45.2239
"887",-80.12077515,25.82183597
"888",-117.9289417,33.60732778
"889",-94.48145636,39.0047555
"890",-117.9289417,33.60732778
"891",-118.711112,34.100725
"892",107.9021031,-7.2040507
"893",-114.0737102,51.03785159
"894",-0.41870389,51.88668524
"895",-97.95349731,38.07972992
"896",-71.06851842,42.31652345
"897",-118.2371417,34.02544225
"898",-97.65221052,35.4615647
"899",0.30544667,50.79953207
"900",-3.8532111,50.44414653
"901",-1.09027687,53.95779892
"902",-1.09027687,53.95779892
"903",-76.59948939,39.28306326
"904",-91.82511795,33.28262024
"905",22.94422204,40.63888247
